Ulasan,label_sentimen
ukurang baju tidak sesuai xl nya kurang besar ukuranya l,negative
kualitas barang sangat biasa barang lama kirim,negative
bahan enak adem lembut,positive
as expected,neutral
tidak sesuai gambar beli 2 barang beda harga beda tetapi kirim 2 barang sama barang kirim yang harga lebih murah,neutral
ukuranya pas,neutral
mantaaap barang kereen terus nyaman pakai adem,positive
barang bagus,positive
datang sesuai pesan terimakasih,positive
nice,neutral
belum beli ukuranya sama muat mes ulang kok malah kecil,negative
model pas tinggi badan 169cm,positive
sellernya mantap pass kepala bahan bagus nyaman pakai,positive
baik,positive
ukuranya pas cuma bahan kaya bau plastik bakar yaudahlah iya,negative
tidak sesuai foto ampas,negative
mantap,positive
kualitas oke tb 170 bb 67 ukuranya 30 sedikit besar panjang,positive
mantapbagus baju,neutral
model keren bahan enak ukuranya pas untuk kado jadi tidak foto barang,positive
mantappanjang ukuranya presisi sekali tidak perlu potong lah pankang celana,neutral
sorry kasih bintang 3 benar produk layan toko tidak kendala kirim yang kecewa,positive
ukuranya pas,neutral
24s 30s tipis adem build quality kurang oke,negative
mohon maaf dasi tidak rapiato tidak centerperlu baik,positive
ukuranya pas,neutral
ukuranya pinggang kurang kayak ukuranya 32 bahan kurang bagus,neutral
seller responsive kirim tanggap barang sesuai iklan rekomendasi seller,positive
barang kirim tidak sesuai warna,negative
jahit kurang rapi mohon kerja hati,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
ukuranya xxxl kecil banget,negative
ukuranya pas paling enak bagi pinggang stretchy jadi kalau kenyang nyaman pakai tinggi badan 160 170 cuma,positive
bahan bagus seperti enak sayang kancing kesan kurang bagus baru cuci karat,positive
baju bagus adem 1 potong baju tidak sesuai ukuranya beda 12 cuma walaupun ukuranya m barang cepat well done,positive
bawah tengah dompet kok lubang,negative
harga gin bagus ukuranya pas,positive
bahan terlalu nerawang cuttingan tang bawah terlalu lebar tidak sesuai cuttingan slimfit,negative
pesan hitam kirim warna random harus konfirmasi kalau barang tidak jangan buat repot beli mau retur2 malas mau kembali harga tidak berapa official store jual kelas kaki lima mungkin kaki lima lebih profesional,neutral
ukuranya sangat sesuai mantaap tidak kecewa,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
sama sekali tidak quality controlnya masa kerah gunting terimakasih qualitas kecewa tidak layak pakai,negative
resleting rusak tidak tutup kualitas bobrok banget,negative
memang baru langsung begini barang,neutral
seller sangat lama proses kirim tidak komiten pesan instan kurir sore kalau tidak tanya tidak follow up,negative
packingnya anak baru kayak order apa kirim apa harga kan beda yang kirim jelek barang,negative
kecewa kualitas barang kirim pikir barang reject ukuranya chart produk kirim dapat selisih panjang saya ukuranya 67cm terlalu kecil pakai jahitanya kurang rapi kantong kanan kiri jahit tengah2 jadi tidak jelas model kantong matitidak sticker sticker murah tidak tempel sempurna tempat kancing banyak belum lubang bahan jeans terlalu kaku siku asa jepit tekuk,positive
kirim hampir bulan burukkk,negative
ukuranya pas packing rapi terimakasih bonus stiker nya,positive
kecil ukuranya xl bahan tipis lengan sempit,neutral
over all,neutral
warna ukuranya sesuai kualitas oke,positive
kualitas,neutral
ukuranya pas sesuai deskripsi,positive
baru di pakai hari kancing rusak,negative
ukuranya sesuai,positive
bahan memang chinos asa panas beda chino branded saya punya kalau warna oke cut aneh saya bagi angkle besar jadi kayak cut bray gtu model dicucibahannya makin kerut jadi makin ngepress tidak nyaman pakai ekspektasi cukup tinggi celana tapi memang banyak perlu tingkat,negative
kain ambruadul gatel tipis banget,negative
tidak sesuai ekspektasi harga gin terlalu over price kualitas biasa di terang ukuranya slim fit asli ukuranya reguler cufflinknya masalah memang sedia sarana kembali barang jadi pr kalau customer effort cari ekspedisi tentu harus kualitas kontrol cek dulu belum kirim maaf bintang 2 lebih cukup moga maju seller depan terimakasih,neutral
bagus tebel bahan nya,positive
kualitas kurang sekarang tipis,negative
benar oke banget bahan adem nyaman pakai cuma salah milih ukuranya,neutral
celana nya oke pas hari pakai tau2 kantong nya jebol terlalu tipis kantong nya tidak terlalu jadi hape nongol punya teman beli house of cuff tapi bahan kantong nya tebel dalam kok beda iya,neutral
celana kecil bagi selangkang,neutral
semua segi entah bahansablon desaindan packing bagus puas,positive
nice,neutral
kualitas kurang,negative
sesuai deskripsi gambar,positive
kirim cepat barang mantap harga sahabat sukses selalu kakak,positive
artikel pesan apaaa dikriim apaa,neutral
kalau ukuranya potong bagus saya nvvak suka bekas branding supplier ganti ada bekas lubang jahitanya brand belum mungkin nextnya minta supplier jangan kasih branding,neutral
sampai beda pesan baju koko sampenya kemeja ngirimnya lama,negative
good,neutral
barang bagusga sobekaman bahannyapackaging mantaptapii bukan brand housecoffjadi toko cuma dar naro tag celana beli tau item merek kenkaiyang biru abu tidak merekpengiriman lama bangetniat pakai lebaran ehh nyampenya tidak tau kapanmodel gambar cuma pancing ajabiasa marketingyaa kalau mau penasaran silah beli,negative
minta trisula dapat biasa packaging kurang aman barang luar boxnya overall bahan kualitas pengirimanya mantap next baik salah,neutral
kecewa sama layan,negative
bahan tipiscream nya tua k coklat,negative
ukuranya pas bahan adem banget gambar sesuai terimakasih,positive
ukuranya pas kirim cepat,positive
seller tidak kompromi cuma mau ganti ukuranya tidak dibolehin padahal cuma malas sellernya tidak mau rumit beli banyak tidak bonus apaapa stiker satu biji tidak beda sama toko belah,negative
kualitas barang tipis pendek bawah,negative
tidak sesuai pilih,negative
warna biru sama hijau tidak sesuai foto tidak akurat pudar,negative
kualitas kurang jahitanya jelek tidak rapi kurang sesuai sama harga,negative
panjang ngegantung,neutral
bahan adem sablon bagus jahitanya rapih mantap lah model dn kualitas lihat mahal dapat bonus stiker makasih seller,positive
pesan lengen panjang dateng lengen pendek padahal 4 x order,negative
sesuai ekspektasi,positive
ukuranya pas,neutral
jahitanya jelek bagi belakang mau robek,negative
jepit baju tidak sesuai ekspektasi,negative
beli 4 pasang 2 pasang sesuai ukuranya 1 pasang ketat masuk kaki 1 tidak muat kaki paksa buang ko beda iya,negative
barang,neutral
desain nya bagus ukuranya pas bahan tidak tebel tidak tipis tapi halus adem,positive
ukuranya pas,neutral
bahan biasa terlalu tipis terawang serat kasar memang beda 7200,negative
topi ukuranya tulis tidak sesuai kecil,negative
model keren sipp,positive
bagus sangat nyaman pakai,positive
bahan bagus tebal overall cukup puas kualitas nya,positive
ukuranya miss 3cm deskripsi sayang jahitanya bagi dalam warna putih jadi kalau lengan lipat lihat aneh,positive
pesan 3 celana nyata bahan kurang bagus baru pakai nyata jahit lepas tidak rapi pula kantong ikut jahit seperti tidak kualitas kontrol dlpengiriman lama,negative
keren,positive
lambat respon pilih kirim cepat datang sangat lambat,negative
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,neutral
model bagus simpel suka,positive
tidak tag merek barang baru,neutral
cakep banget asli model fit cuttingannya rapi harga masuk akal bakal jadi opsi pertama kalau mau beli celana,positive
packaging alakadarnya buat apa kirim box kalau cuma dilipet,negative
warna bukan biru hitam lubang kancing jahitanya lubang tidak moga depan lebih baik iya utama kualitas baik biar konsumen puas,positive
respon admin kirim lambat bukan kurir iya adminnya sangat tidak recommend bel butuh yang buru2,negative
produk best,neutral
keren dapat bonus stiker,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg,neutral
beli sekian x nya model slim fit,neutral
ukuranya pas,neutral
paket sampai kualitas bagus kirim cepat,positive
celana paskainnya bagus ukuranya pas,positive
keren topi nya,positive
cocok bagus 2 kali beli,positive
sizing iya kurang pas,negative
kecewa,negative
ukuranya kurang pas tidak profesional,negative
bagus sesuai ukuranya,positive
bagus,positive
kurang puas sama belt nya,negative
ukuranya pas tinggi badan 160 cuma tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
belanja 2 kali nya tidak pernah kecewa kualitas barang nya terimakasih min moga toko makin besar banyak diskon tentu,positive
ukuranya pas,neutral
ukuranya pas,neutral
biasa 30 pas kecil,negative
ukuranya pas berat badan 60 70 kg tinggi badan 160 170 cuma,neutral
pantas no return kualitas celana parah bahan kasar panas risih tidak nyaman maka baik kualitas,negative
ukuranya pas,neutral
tali nya panjang,neutral
barang mantap banget kualitas ajib packing aman,positive
syukur akhir dtng puas seller okey barang okey tks kakak ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,positive
bahan kayak saring tahu,neutral
baru kali kecewa order ukuranya m kena ukuranya s walaupun label tera m asa sempit sekali lain saya order beda tidak konsisten ukuranya nya baik bagi yang tangan beri label ukuranya,neutral
ukuranya pas,neutral
ukuranya pas tinggi badan 160 cuma berat badan 60 70 kg,neutral
ukuranya terlalu besar seller sedia ganti ukuranya prosedur jelas,positive
kualitas barang jelek tidak rekomendasi buat beli harga segitu itu produk bener2 buruk tidak sesuai harga sama kualitas jahitanya tidak rapih benang beranta celana gocap itu,negative
model jahitanya keren ukuranya tera celana akurat,positive
sangat nyaman jahitanya rapi,positive
tidak sesuai expetasi,negative
ukuranya pas,neutral
kecewa kualitas kontrol nya bagaimana sih masa cacat kasih costumer sih,neutral
suka banget pesan celana sini model keren jahitanya potong rapi,positive
ukuranya pas,neutral
terimakasih,neutral
kirim cepat,positive
ukuranya terlalu kecil,negative
ukuranya pas,neutral
model keren,positive
tidak terawang nyaman pakai,positive
barang respon admin nya ok banget rekomendasi produk recomendes seller,positive
ukuranya celana 33 masuk kecil ukuranya celana yang 31 sama besar panjang sama celana ukuranya 33,positive
sedikit cacat sablon bagi kerah leher ada beberapa jahitanya kurang rapi,neutral
ukuranya pas warna sesuai respon cepat rekomendasi pokok e,positive
kata slimfit datang slebewww,neutral
beli dua bagus potong kain oke banget badan kain enak kulit warna enak lihat moga segera restock dark grey nya,positive
tipis banget,negative
baru pertama kali sih jadi barang tidak sesuai deskripsi biasa selalu puas sama hoc barang terima beda yang pes moga tidak jadi depan biar tidak kecewa konsumen,neutral
selalu naksir sama bahan,neutral
kirim nga cepat lihat kualitas barang sesuai video thank u,positive
tipis benar bahan padahal beli harga sama store tidak setip,positive
ukuranya pas tinggi badan 160 170 cuma,neutral
ukuranya pas tinggi badan 171 180 cuma,neutral
bokong sempit,neutral
ukuranya terlalu kecil tinggi badan 160 170 cuma berat badan 80 kg,negative
mantap,positive
minta warna biru tua kirim warna hitam tambah resleting rusak,negative
sempurna sih,positive
lihat harga 15 ribu,neutral
adem suka tidak nyesel deh pesan kaos baseball,positive
sablon tidak rabi dalem maupun luar cat tidak rapi tulis label print logo baju ada yang kena cat jadi lihat kurang,negative
harga kualitas packaging nya tidak banget plastik bungkus celana nya lecek banget bolong kancing tidak bolong kualitas bahan tipis,neutral
ukuranya sedikit besar lubang kancing baru potong,neutral
neck nya kurang lebar asa sempit leher,negative
ukuranya 44 pas kualitas,neutral
deskripsi ukuranya chart model sama model polos overall guuddd,neutral
ukuranya pas,neutral
bahan sih lah sesuai harga,positive
meh bahan tipis ukuranya kamu l ambil xl,neutral
bahan adem bagus banget,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 71 80 kg,neutral
bentuk beda jadi tidak bow tie coba pasang blazer malah lem nya copot kualitas nya kurang bagus,neutral
kondisi topi bagus packing good bahan topi oke bonus sisir ganteng,positive
baju bagus,positive
wah dapat pas promo keren banget sih baju simpel bahan oke punya akhir beli 6 pcs nunggu barang lain datang berat badan 80 kg,positive
ukuranya pas kurir cepat moga awet biar order,positive
tidak sesuai foto,negative
lapis kantong lubang tidak jahitanya belum kirim cek dulu kondisi dalemanya,neutral
ukuranya pas tinggi badan 160 170 cuma,neutral
beli 3 2 kali akhir kancing copot terus beli ke 2 pakai ada bulan copot akhir baru pakai 4x copot padahal di chat di teliti bagi kancing eh sama,neutral
warna hijau nya luntur parah di komplain sama customer,negative
beli ukuranya 31 kecil banget padahal toko belah selalu pas ini asa 2930 kalau beli sini ukuranya nya naik 12 deh biar aman bahan sih sesuai harga,positive
kaya celana beli pasar tambah tag toko sleting seret bahan nerawang ukuranya tidak sesuai,neutral
barang bagus original sesuai pesan,positive
ukuranya pas,neutral
ukuranya pas,neutral
celana keren banget cocok buat anak ukuranya pasbahanya bagus nyaman pakai,positive
layan pelang sangat kecewa tidak bantu informatif,negative
kaos kaki bagustebal moga awet,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
ukuranya pas design bahan oke,positive
worthed xxl nya kecil tinggi badan 177 cuma berat 92 kg tidak muat tidak jadi pakai sendiri,neutral
barang cocok buat pakai hari jalan jalan sama keluarga,positive
prasangka kecil besar iya kaya beda sama foto,positive
ukuranya pas mantap terima kasih,positive
salah kirim minta hitam kasih biru,negative
barang cacat,negative
tebal bangetttt,positive
tidak sesuai barang pesan,negative
ukuranya pas tinggi badan 160 170 cuma,neutral
kualitas sesuai harga kira harga promo nyata memang kualitas sesuai harga tidak expect dapat kulit sintetik bagus kualitas tara sabuk abang abang jual pinggir jalan bahan kaku baru pakai sekali sudah sobek lampir foto moga tingkat kualitas harga lebih mahal sedikit baik,positive
lumayan,positive
ukuranya xl nya terlalu ngepass cenderung kecil bahan biasa banget,negative
mantap selalu puas,positive
model saku depan tempel kurang bagus,neutral
,neutral
bahan kurang nyaman,neutral
barang kecil,neutral
minta hitam kirim hijau jual kayak butuh kacamata,neutral
panjang celana tidak sesuai yang tera tabel measurement lebih pendek 2 cuma,negative
ukuranya terlalu besar,positive
jahitanya luar tidak rapi jahitanya lebih tidak rapi lubang sabuk tidak sama yang kecil gamasuk sabuk,negative
kok beda warna motif yang foto pemberitahuan,negative
modul produk terima sama sekali tidak sama yang diphoto pilih,neutral
barang sampai selamat ukuranya pas,positive
ukuranya pas,neutral
pesan hitam kosong di konfirm seller via wa ganti warna tuju tidak kasih bintang bagus tetap tidak sesuai pesan bahan bagus saya suka,positive
bagus kain putih tidak nerawang bahan tebel halus ukuranya pas,positive
bahan tipis sedikit kurang nyaman agak kasar,negative
jujur kalau sih kurang tidak sesuai ekspektasi harga masih lumayan jauh sama kualitas beli langsung pasar2 dapat bahan lebih bagus ada noda2 nya mohon kualitas kontrol belum kirim,positive
beli dua kali potong regular lebih pas dipakainyaa bahan enak,positive
bahan keren ukuranya pas keponakan suka banget deh pokok bagus,positive
respon chat kurang,negative
keren iya bahan enak adem,positive
sesuai gambar,positive
bahan tipis,neutral
ukuranya pas,neutral
ukuranya terlalu kecil,negative
perfect beli sini tidak pernah kecewa cuma kirim lumayan lama but thanks seller,positive
produk oke rapih,positive
jahitanya kurang bagus,neutral
layan gokill,neutral
barang di kantor di ambil kirim lama tidak rekomendasi,negative
jahitanya tidak rapih,neutral
bagus rapih,positive
seperti celana model ikat bukan model kancing,neutral
bagus model bahan ukuranya pas,positive
tidak packing palastik,neutral
cepat banget rusak baru hari pakai robek jahitanya,neutral
warna beda gambar pes,neutral
kualitas barang kurang bagus jahitanya rapi asli beda yang lihat pakai model,positive
sip,neutral
ukuranya baju lebih besar ukuranya chart bahan panas,positive
kirim lama no response,negative
okehh,neutral
salah ukuranya barang kurangslow respon,negative
ukuranya tidak sesuai deskripsi gede,negative
ukuranya l lebih kecil ukuranya l merek tapi pas buat kalau gym,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
harga 280 kualitas bahan jahit jauh lebih baik ini sizenya beda panjang kurang jauh banget kata slimfit inimah cutbray kecewa banget,positive
ukuranya pas,neutral
mungkin memang harga sekian bahan pas mudah kerut resleting biasa kain lentur banget,positive
barang dengan selamat,positive
ukuranya 44 kayak lebih bisa melar ukuranya 44 bukan normal 44 penuh press body kayak kijang banget beberapa benang keluar 4 benang tinggal gunting sih bahan tidak tebal padan harga sih moga awet,neutral
barang cepat ukuranya cukup sesuai deskripsi sayang sekali jahitanya tidak rapi,positive
model tarik pas pakai sesuai gambar moga awet,positive
kaos terlalu tipis kalau harga segitu jahitanya tidak rapi,negative
ukuranya pas,neutral
sen putih datang hitam yasudahlah,neutral
pas bgtt enakeun nyaman pakai sering2 promo yaaa,positive
ukuranya pas,neutral
terima baik cukup terima kasih,positive
bahan tipis beda sama kaos2 distro,neutral
warna lebih hijau tua bukan warna army,negative
biasa jahit kurang rapi,neutral
jahitanya kurang rapi di baik ke jahit,positive
baju tidak terlalu rapi ada benang lebih lebih pakai acara,positive
jahitanya tempat letak bagi kecil dasi lepas mungkin lebih panjang,positive
bagi hitam jahit rapi,positive
nyaman pakai terimakasih,positive
kualitas baju cukup lah buat harga segitumah,positive
tidak pilih ukuranya auto gede,neutral
ukuranya pas tinggi badan 180 cuma berat badan 80 kg,neutral
kualitas kaos tidak serapp keringatttt,positive
kirim lama hampir minggu baru,negative
barang tidak sesuai klan klan 3 stip yang dkirim 2 strip,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg,neutral
bahan kurang bagus,neutral
lengan terlalu panjang bahan kasar panas pernah beli merek sama bahan lebih lembut kualitas bahan beda,positive
bahan kain tebal twis ukuranya pas padahal zipper kancing tidak pakai ykkuntungnya dapat diskon tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
ukuranya keren sih bahan bagus overall bagus puas 810 tinggi badan 171 180 cuma,positive
layan di baik terimakasih,positive
ukuranya 32 kecil sini iya,neutral
ukuranya pas,neutral
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,neutral
kualitas kurang bagus sangat tipis,positive
padahal pas checkout stok ada yang kirim beda yang foto sumpah kecewa,negative
kira bahan tebal,neutral
tidak sesuai jelas bahan tidak strach sama sekali,positive
bagus sesuai pas pakai,positive
ukuranya pas resleting di up kualitas nya,neutral
kirim cepat bahan adem rada tipis pribadi kurang suka model kantong belakang posisi bawah pantat posisi selangkang terlalu ngepres,positive
good,neutral
cukup,positive
barang mantap bagus,positive
kualitas barang sangat biasa barang lama kirim,negative
ukuranya pas tinggi badan 160 170 cuma,neutral
ukuranya pas tinggi badan 160 cuma,neutral
salah kirim pesan putih kirim hitam sekarang mau kembali,negative
mantap anjayyyy sumpah tidak boong serius inimah asli kakak gada obeng nyala abangkuh anjay,positive
ukuranya pas bahan bagus worth to buy,positive
ukuranya pas ukuranya terlalu kecil tinggi badan 160 cuma,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
5 pasang order 1 sesuai order saya kalau varian memang tidak sedia bisa check out kecewa layan kalau kualitas barang cukup baik,positive
ukuranya pas,neutral
kirim tidak sesuai janji seller sangat lama kualitas barang tidak sesuai harga kacamata 10ribuan,negative
ubah warna motif konfirmasi beli,neutral
barang sesuai pesan packing sangat rapi alam belanja senang,positive
topi leyot tidak bentuk bulet kepala gtu jahitanya failed ketawa bau kamperrrrr wkwkwkwkwwkk lama disimpen gudang y pantas jual flash sale,negative
keren banget,positive
nyaman banget anget,positive
kualitas bahan tidak baik ekspektasi biasa harga segitu bisa kaos polo bahan lebih baik masalah utama di warna nya tidak pekat moga baik lebih baik sukses selalu,positive
bagus,positive
ukuranya badan pas bahan adem,neutral
just good,neutral
sipp mantap,positive
baju kotor,negative
bahan jelek saya tipis bulu nya gampang cabut ukuranya l kya ukuranya xxl arti konsep nya oversize,negative
bagus,positive
ukuranya pas,neutral
ukuranya terlalu kecil saya order ukuranya xl nyampenya agak lama,negative
ukuranya pas,neutral
kantong nya cepat bolongdan resleting jahitanya nya tidak kuat,neutral
barang terima baik,positive
bagus bahan adempas pakai ukuranya ukuranya pas tinggi badan 160 cuma berat badan 60 kg,positive
ukuranya baju xl sangat kecil beli dept store ukuranya l sudah naik satu ukuranya nyata harus ukuranya s m kirim barang lama kecewa,negative
kirim cepat bahan enak keren,positive
ukuranya pas sesuai harga mantap,positive
warna hitam bukan krem,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
bahan lembut sablon bagus,positive
mantap pas top top top sesuai pokok nya top top top mantap pas,positive
ukuranya terlalu kecil tinggi badan 160 cuma,negative
kirim cepat barang sesuai minta,positive
bahan kurang tebal sedikit,negative
24s rasa 30s bahan sedikit nerawang pdahal pilih warna gelap,negative
bahan bagus,positive
bahan tipis tidak terlalu melar jahitanya tidak rapi,negative
syukur barang terima kondisi baik moga berkah semua moga allahumma moga,positive
bagus,positive
salah kirim pesan warna cream yang dateng bukan cream tapi warna coklat,negative
sangat tipis tidak lapis di jaket nya,negative
ukuranya pas tinggi badan 160 cuma berat badan 71 80 kg,neutral
sedikit terlalu besar dada lengan polo biasa memang style nya ini,positive
produk sesuai foto desain bagus,positive
sayang sablon kurang bagus gampang pecah,positive
kualitas produk bagus warna pas dateng sama di etalase dapat bonus sisir sama voucher tuker tambah celana mantapp min,positive
produk rusak kecil padahal pesan 2 ukuranya sama betul ini tidak muat coba komplain saran chat via wa,neutral
ukuranya pas,neutral
bahan enak sesuai deskripsi,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg recomen,neutral
pakai ukuranya 38 pesan xxl nyata kecil biasa pke xl dituker xl kecil mau tukar sudah mager nunggunya mohon detail ukuranya lebih real terima kasih,positive
ukuranya nya besar,positive
wa kata stok army habis konfirmasi pilih warna nyata pas datang tetap army tidak periksa2 langsung cuci pas mau setrika baru sadar nyata bolong punggung kena rokok,neutral
chart ukuranya tidak sesuai ukuranya m sama ukuranya xl kualitas kain biasa dan lihat bulu,negative
ungu ko kirim abu,neutral
warna tidak sesuai minta pesan putih kirim grey,negative
syukur baju nya bagus adem jahitanya rapi aku kasih bintang 5 kirim nya cepat,positive
edit benar bahan nya enak ukur nya pas banget sayang baru tau pas cek bagi nya pas nyuci jahitanya nya kurang rapi banyak benang kusut juntai terus ada bekas coretan2 nya,positive
bahan panas tidak tidak nyaman badan,negative
kualitas kemeja sangat rendah jahitanya buruk kondisi kemeja tua kerah cuff sudah lipat lama jadi biarpun cuci setrika tidak baik harga sangat tidak layak jangan beli,negative
barang tidak persis gambar kancing warna hitam kantong dada warna hijau olive gelap craftmanship banyak benang keluar2 bagi lengan kurang simetris kualitas ini layak harga 100rb maksimal beli harga diskon 150rb,positive
beli putih warna bukan putih bersih kuning kayak putih tulang,positive
kualitas produk bagus ukuranya sesuai warna mantap bahan adem,positive
bokong sempit bos,neutral
ukuranya terlalu kecil bahan tipis,negative
ukuranya pas tinggi badan 160 170 cuma,neutral
bahan enak ukuranya pas banyak pilih warna nyaman pakai harga saing kurang apa rekomendasi banget,positive
ukuranya tidak sesuai 34 nya kecil,negative
keren parah barang bagus,negative
kualitas jelek ukuranya sempit bahan kasar cacat honestly wtf is this barang reject tidak rekomendasi beli store merek saja,negative
kualitas bagi ikat pinggang bagus cuma kulit bagi kepala tipis seperti bakal cepat sobek ikat pinggang saya beli belum,positive
pasti barang nya bagus baru sesuai mesan bagus,positive
ukuranya pas kualitas,neutral
barang tipis banget iya kurang suka,neutral
kepala gesper beda gambar tipis,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
jahitanya finishing tidak rapi,negative
sesuai pesan,positive
lubang kancing lubang ngelubangin sendiri pakai gunting d cek iya k depan,neutral
mantapp,neutral
ukuranya 31 kayak ukuranya 28 padahal beli 5 kali saat ambil celana hitam sobek malah tidak muat dipakaipadahal ukuranya lebih besar sangat kecewa,positive
bagus bahanya nya tebel lah kualitas produk bagus ukuranya sesuai bahan serap keringat nyaman pakai,positive
kalau saya sih entah kw entah palsu iya kecewa sih,negative
kirim lama pesan jumat baru kirim hari jumat minggu depan pesan silver datang putih,negative
tidak sesuai barang pesan,negative
warna hijau beda2 juga lebar brimnya tidak rata jahitanya yang rapi yang tidak kecewa,positive
bahan kasar warna butek ukuranya lengan terlalu lebar,negative
ukuranya pas tinggi badan 160 170 cuma cepat sampai,positive
bahan bagus sablon bagus,positive
mantap,positive
bahan bagus banget sesuai sama harap,positive
paket aman bahan tebal ukuranya terlalu pas,positive
barang bagus sesuai pesan,positive
bahan panas,neutral
tidak sesuai gambarkecewa,negative
ukuranya pas,neutral
lumayan worth the price,positive
batal tidak mau gagal manuver ukuranya,negative
cutingannya bagus slimfit pesan besar retur,positive
mantap barang cepat barang sesuai gambar moga enak awet pakai,positive
jujur suka banget sama bahan slim fit pas kok masalah kancing mau copot jahitanya kancing tarik sedikit bakal copot bolong kancing tidak bolong malas banget dua kali kerja kali kayak gin baik iya kualitas kontrol nya,positive
lubang,neutral
ukuranya pas,neutral
barang bagus sesuai deskripsi,positive
belum sempat kembali barang transaksi selesai otomatis minta refund,neutral
bahan tipis,neutral
celana sampai finishing celana kurang rapih banyak sekali sisa benang untuk resleting baik nada warna bahan,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg,neutral
salah kirim barang beli,negative
bahan enak terlalu tipis,positive
cuttingan selangka pinggang terlalu pendek padahal ukuranya besar,negative
ukuranya pas,neutral
kecewa sama jaket soal warna lihat beda ky foto jadi kaya buluk padahal beli official storenya huhuhuuu,neutral
ukuranya pas bahan,neutral
kirim cepat kualitas distro,positive
sesuai harga thanks,positive
tipis,neutral
cari agak mahal prasangka bakal bagus nyata mirip2 sama harga bawah 100rb,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 71 80 kg,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
check out belum jam 12 siang kirim 2 hari kemudian proses terus lama sekali kirim ekpedisi,negative
bahan bagus ukuranya pas mantaaapp,positive
jelek bahan,negative
bagus bahan adem,positive
kaos kaki bola,neutral
ukuranya pas,neutral
tinggi badan 160 170 cuma berat badan 60 kg ukuranya terlalu besar,positive
polo saya pribadi tidak repurchase bahan kurang enak beli 1 sengaja rasain dulu prefer kaos polos lemari isi nsa semua kali 30an potong,neutral
ukuranya pas,neutral
bagus bahan nya adem dapat promo thanks seller,positive
baju hitam bahan tipis,neutral
chat minta hitam noted tulis hitam kirim warna tidak sesuai,negative
ukuranya pas tinggi badan 171 180 cuma,neutral
bahan tipis buat panas tidak serap keringat buat bau,negative
barang sesuai bahan cukup bagus ukuranya untung pas ntabs,positive
rada kecewa sih 2 kali beli ada kurang kemarin jahitanya samping mereng sekarang jahitanya belakang buka moga lebih bagus untuk kualitas kontrol nya depan nya overal good,positive
kirim lambat tidak sesuai pilih jadwal tera admin tanya jawab tidak singkron tanya,negative
ukuranya pas sesuai deskripsi,positive
pasti barang nya bagus baru sesuai mesan bagus,positive
beli ke2 selalu muas,neutral
bahan tipis lubang buat kancing celana tidak dibolongin banyak benang tidak rapihnya overall kecewa,negative
model keren sampai tepat waktu,positive
biasa mahal harga segitu,negative
biru ketat yang hijau padahal ukuranya sama mungkin ada galat,negative
ukuranya pas,neutral
sablon tulis kurang bagus gampang kelupas,neutral
kualitas produk bagus,positive
barang sampai selamatm model slim jadi biasa pakai,negative
keren sih bahan adem ukuranya sesuai puas deh next bakal repeat order,positive
kualitas baja,neutral
tidak kualitas kontrol produksi saat belum kirim bagaimana iya kain bahan sobek lalu tisik lanjut barang baku produksi,neutral
wort it lah,neutral
tebal sekali kaos kaki nyaman pakai g panas terimakasih,positive
bahan celana tipis sekali,negative
bahan kaku tidak tebal sedikit terawang tinggi badan 160 170 cuma,neutral
ukuranya pas,neutral
kualitas barang harga celana pasar 75 ribu,neutral
bahan celana halus adem jahitanya luar rapih,positive
tidak stok habis jadi barang di refund kecewa,negative
kirim cepat barang sesuai mantaapp,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
jahit tidak rapi terawang,negative
bahan bagus pas buat acara formal keren buat acara santaicasual fittingnya pas sesuai ukuranya chart,positive
best,neutral
pesan m kirim l,neutral
lumayan,positive
ukuranya 35 nya kecil tidak sesuai ukuranya chart,negative
barang oke bahan oke,positive
mantaps bagus barang,positive
jahitanya ada tidak rapih,neutral
konfirmasi nya lama,negative
ukuranya pas,neutral
sablon tulis kurang presisi terlalu kiri,negative
ukuranya pas,neutral
